,SMILES,lambda_max_exp_nm,solvent,reference,description,mol_wt,abs_max_ev
1075,O=Cc1ccc2ccc3cccc4ccc1c2c34,390,dimethylformamide,doi:10.1016/j.tet.2012.05.072,DBtag:1150,230.0731649,3.179
1076,c1ccc2c(c1)CCc1ccccc1N2c1c2ccccc2c(N2c3ccccc3CCc3ccccc32)c2ccccc12,456,toluene,DOI: 10.1021/acs.jpca.5b03238,DBtag:2742,564.256549,2.719
1077,COc1ccc2c(c1)CCC1=C(C#Cc3ccccc3)O[B-](F)(F)[O+]=C12,443,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2017.02.005,DBtag:757,352.1082312,2.799
1078,CC(C)c1cccc(C(C)C)c1N1C(=O)c2cccc3c(Oc4ccc(Cl)cc4)ccc(c23)C1=O,360,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2014.05.007,DBtag:1474,483.1601214,3.444
1079,Fc1c(-n2c3ccccc3c3ccccc32)c(F)c(-n2c3ccccc3c3ccccc32)c(-c2nnc(-c3ccccc3)o2)c1-n1c2ccccc2c2ccccc21,345,toluene,DOI: 10.1021/acs.chemmater.8b02632,DBtag:6604,753.234017,3.594
1080,CN(C)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)c3ccccc3n2)cc1,413,dichloromethane,http://dx.doi.org/10.1021/jo501305h,DBtag:7804,420.2313969,3.002
1081,F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,428,hexane,https://doi.org/10.1016/j.dyepig.2014.01.022,DBtag:11773,345.1248843,2.897
1082,CCC1=C(C)C2=C(/C=C/c3ccc([N+](=O)[O-])cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,532,dichloromethane,DOI: 10.1039/c4cs00030g,DBtag:3213,451.224264,2.331
1083,Cc1cc2nc3c(=O)n(C)c(=O)nc-3n(C)c2cc1C,444,acetonitrile,10.1023/B%3AJOFL.0000014660.59105.31,DBtag:3656,270.1116757,2.792
1084,C/C=C/c1cc(OC)cc(OC)c1,296,hexane,10.1021/jo052123d,DBtag:8105,178.0993797,4.189
1085,CC(C)(C)c1ccc(-n2c(-c3ccc(-c4cccc(-c5c(-c6ccccc6)nc6ccccn56)c4)cc3)nc3c4ccccc4c4ccccc4c32)cc1,365,dichloromethane,DOI: 10.1021/acsami.7b19646,DBtag:6829,694.3096472,3.397
1086,CC1=CC(/C=C/c2ccccc2)=[N+]2C1=C(c1ccccc1)c1c(C)cc(/C=C/c3ccccc3)n1[B-]2(F)F,629,toluene,DOI: 10.1039/c4cs00030g,DBtag:3185,500.2235357,1.971
1087,CCCCCCc1ccc2c3c(ccc2c1)O[B-](F)(F)[N+](c1ccc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(F)F)cc1)=C3,422,acetonitrile,https://doi.org/10.1016/j.jorganchem.2019.04.008,DBtag:9747,680.3368523,2.938
1088,Cc1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,437,chloroform,DOI: 10.1021/acs.joc.6b02732,DBtag:12157,359.129301,2.837
1089,O=C1NC(c2ccccc2)=C2C(=O)OC(c3cccnc3)=C12,487,dimethylsulfoxide,set-ref-21,12f,290.0691422,2.546
1090,Cc1cc(-n2c3ccccc3c3cc(C#N)ccc32)ccc1-c1ccc(S(=O)(=O)c2ccccc2)cc1C,341,toluene,DOI: 10.1021/acs.chemmater.6b03979,DBtag:6260,512.155849,3.636
1091,C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,521,toluene,https://doi.org/10.1016/j.optmat.2013.12.047,DBtag:12582,674.2504181,2.38
1092,Cc1ccc(/C=C/c2nc3ccccc3s2)cc1,345,cyclohexane,https://doi.org/10.1016/S1010-6030(00)00230-6,DBtag:13019,251.0768704,3.594
1093,CCN(CC)c1ccc2cc(C#N)c(=N)oc2c1,428,dichloromethane,doi:10.1016/j.dyepig.2006.01.001,DBtag:896,241.1215121,2.897
1094,CCCCN1C(=S)c2cccc3c(OC)ccc(c23)C1=S,476,acetonitrile,https://doi.org/10.1021/jacs.9b09220,DBtag:12752,315.0751562,2.605
1095,O=C1CCCC2=C1CC1=C(CCCC1=O)N2NC(=O)c1ccc(O)cc1,376,methanol,https://doi.org/10.1016/S1386-1425(01)00599-6,DBtag:4514,352.1423071,3.297
1096,N#Cc1c(-n2nnc3ccc(Cl)cc32)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,276,methanol,http://dx.doi.org/10.1016/j.tetlet.2016.08.053,DBtag:5018,426.095564,4.492
1097,CCOC(=O)C1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1cccs1,365,dimethylsulfoxide,doi:10.1016/j.tetlet.2011.08.111,DBtag:10308,369.078327,3.397
1098,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,380,dimethylformamide,doi:10.1016/j.tet.2012.05.072,DBtag:1174,260.0837296,3.263
1099,O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,373,toluene,https://doi.org/10.1016/j.saa.2018.05.101,DBtag:10784,360.0456299,3.324
1100,C(=C/c1ccnc2ccccc12)\c1c2ccccc2cc2ccccc12,387,methylcyclohexane,DOI: 10.1039/b204780m,DBtag:2951,331.1360995,3.204
1101,COC(=O)C1=C(C(N)=O)N2N=Cc3ccccc3C2C1C(=O)OC,375,ethanol,set-ref-7,2g,329.1011706,3.306
1102,Cn1cc(-c2nc3ccccc3nc2/C=C/N2CCCC2)c2ccccc21,440,acetonitrile,DOI: 10.1021/acs.joc.6b02581,DBtag:9372,354.1844467,2.818
1103,COc1ccc(-n2nc(C#N)c(N3CCCC3)n2)cc1,340,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1584,269.1276601,3.647
1104,Nc1cccc2cccc(N)c12,354,dimethylsulfoxide,https://doi.org/10.1007/s10895-019-02361-9,DBtag:3561,158.0843983,3.502
1105,N#Cc1nc2c(OCc3ccccc3)nc(N)nc2n1Cc1ccccc1,311,dichloromethane,10.1021/ja806348z,DBtag:7695,356.1385591,3.987
1106,COc1ccc(-c2nc3c(ccc4ccccc43)oc2=O)cc1,410,benzene,https://doi.org/10.1016/j.jphotochem.2008.06.014,DBtag:12785,303.0895433,3.024
1107,COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,400,dichloromethane,DOI: 10.1021/acs.joc.8b01924,DBtag:7586,329.072179,3.1
1108,Cc1ccc(C)n1-c1ccc(C#N)cc1,275,hexane,https://doi.org/10.1016/j.cplett.2005.06.088,DBtag:11058,196.1000484,4.509
1109,CNc1ccc2c(c1)C(=O)c1ccccc1-2,508,acetonitrile,DOI: 10.1021/jp980158u,DBtag:12186,209.084064,2.441
1110,FC(F)(F)c1ccc2oc3nc4oc5ccc(-n6c7ccccc7c7ccccc76)cc5c4cc3c2c1,342,chloroform,DOI: 10.1021/acs.joc.8b01451,DBtag:6979,492.1085624,3.625
1111,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,437,ethanol,https://doi.org/10.1016/j.dyepig.2016.11.056,DBtag:145,486.1691906,2.837
1112,CSC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,595,acetone,DOI: 10.1021/acs.joc.8b01429,DBtag:7445,574.2156916,2.084
1113,Cc1cc2sccc2c2[nH]c3ccccc3c12,290,dichloromethane,10.1021/ja803954e,DBtag:10025,237.0612204,4.275
1114,CCOC(=O)c1c(-c2cc3cc4c(cc3oc2=O)OC(C)(C)CC4)nn(-c2cccc(C)c2)c1C(=O)OCC,347,dichloromethane,https://doi.org/10.1016/j.ejmech.2013.03.042,DBtag:11490,530.2053013,3.573
1115,F[B-]1(F)Oc2ccccc2-c2nc(-c3ccccc3)c3ccccc3[n+]21,386,toluene,https://doi.org/10.1016/j.jfluchem.2019.03.005,DBtag:11830,346.1088999,3.212
1116,COc1cc2cc(OC)c(-c3ccc([N+](=O)[O-])cc3)cc2cc1-c1ccc([N+](=O)[O-])cc1,336,chloroform,http://dx.doi.org/10.1016/j.tetlet.2013.01.096,DBtag:4323,430.1164863,3.69
1117,CSc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,314,methanol,10.1021/jp044530j,DBtag:8479,330.1224407,3.949
1118,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,435,ethanol,doi:10.3390/chemosensors6030026,DBtag:1096,667.2239881,2.85
1119,CCOc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1,322,chloroform,http://dx.doi.org/10.1016/j.dyepig.2017.01.050,DBtag:867,348.111007,3.85
1120,O=c1oc2ccccc2cc1-c1cn2ccccc2n1,349,chloroform,https://doi.org/10.1016/j.tet.2019.04.034,DBtag:1319,262.0742276,3.553
1121,c1cc2ccc1CCCc1ccc(c3nsnc13)CCC2,378,cyclohexane,DOI: 10.1021/jo100688m,DBtag:9950,294.1190696,3.28
1122,N[C@@H](Cc1ccc(O)cc1)C(=O)O,285,water,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html,DBtag:193,181.0738932,4.35
1123,O=c1c2cc(Cl)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,345,dichloromethane,DOI:10.1002/chem.201803428,DBtag:3524,305.0338764,3.594
1124,N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,461,chloroform,https://doi.org/10.1016/j.jphotochem.2012.10.002,DBtag:11572,397.1578976,2.689
1125,Cc1cc(O)c(C(=O)/C=C/c2ccccc2Cl)c(=O)o1,355,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1247,290.0345865,3.493
1126,O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,379,diethyl ether,https://doi.org/10.1016/j.cplett.2007.01.001,DBtag:10181,220.0619497,3.271
1127,Oc1ccc(/N=N/c2nc(-c3ccccc3)cs2)c2cccnc12,516,chloroform,set-ref-12,II-5,332.073182,2.403
1128,O=c1oc2ccccc2nc1-c1ccccc1,332,benzene,https://doi.org/10.1016/j.jphotochem.2008.06.014,DBtag:12777,223.0633285,3.734
1129,CC1=C(c2ccc(N(C)C)cc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)c(-c3ccc(N(C)C)cc3)c(C)n1[B-]2(F)F,574,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.04.070,DBtag:4993,679.3406311,2.16
1130,O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,438,tetrahydrofuran,https://doi.org/10.1039/C7PP00392G,DBtag:8362,390.1732133,2.831
1131,O=C1C=C(Nc2ccc([N+](=O)[O-])cc2)C(=O)c2ccccc21,451,methanol,https://doi.org/10.1016/j.molstruc.2014.03.044,DBtag:13877,294.0640568,2.749
1132,O=C(c1ccccc1)c1ccc(-n2c3ccccc3c3c2c2ccccc2n3-c2ccccc2)cc1,358,toluene,DOI: 10.1021/acsami.7b13158,DBtag:6241,462.1732133,3.463
1133,Cc1csc2[n+]1[B-](F)(F)OC(c1ccc(N(C)C)cc1)=N2,406,dichloromethane,DOI: 10.1021/acs.joc.7b02239,DBtag:7914,309.0918699,3.054
1134,O=c1cc(-c2nc3ccccn3c2NC2CCCCC2)occ1OCc1ccccc1,357,dichloromethane,http://dx.doi.org/10.1016/j.saa.2013.09.056,DBtag:5088,415.1895917,3.473
1135,CCCCCCN1C(=O)c2cccc3c(-c4cc5ccccc5s4)ccc(c23)C1=O,378,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:500,413.14495,3.28
1136,COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3cccc(Oc4ccccc4)c3)nc2c1,305,methanol,doi:10.1016/j.jphotochem.2005.04.034,DBtag:4904,474.1790866,4.065
1137,CCOC(=O)CCCCCn1c2ccc(Cl)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(Cl)ccc1n3CCCCCC(=O)OCC,534,methanol,10.1023/B%3AJOFL.0000016287.56322.eb,DBtag:3685,664.2106923,2.322
1138,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccc4cc(OC)ccc4c3)n2)cc1,347,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2250,526.2256428,3.573
1139,COc1ccc(C#Cc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,408,dichloromethane,http://dx.doi.org/10.1021/jo4025978,DBtag:8130,389.1528122,3.039
1140,COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,469,dimethylformamide,https://doi.org/10.1016/j.jphotochem.2019.112027,DBtag:9661,457.1538748,2.644
1141,CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,319.2,ethanol,DOI: 10.1021/bi00624a002,DBtag:341,276.2089301,3.884
1142,COc1ccc(/N=N/c2nc3ccc([N+](=O)[O-])cc3s2)cc1,404,dichloromethane,set-ref-13,3v,314.0473612,3.069
1143,CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(C#N)cc2)cc1,376,dichloromethane,https://doi.org/10.1016/j.jlumin.2018.10.013,DBtag:3875,445.179027,3.297
1144,c1ccc2c(-c3cc(-c4nccs4)nc(-c4nccs4)c3)cccc2c1,325,hexane,https://doi.org/10.1016/j.dyepig.2019.05.015,DBtag:1337,371.0550894,3.815
1145,CC1(C)c2ccccc2N(c2ccc3c(c2)c2ccccc2c2nc4ccccc4nc32)c2ccccc21,382,toluene,DOI: 10.1021/acsami.9b06401,DBtag:6446,487.2048478,3.246
1146,Cc1cc(C)c(C2=C3C=CC(c4cccc5ccccc45)=[N+]3[B-](F)(F)n3c2ccc3-c2cccc3ccccc23)c(C)c1,538,chloroform,DOI: 10.1039/c4cs00030g,DBtag:3148,562.2391858,2.305
1147,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,318,acetonitrile,https://doi.org/10.1016/j.saa.2018.05.080,DBtag:1914,190.1106131,3.899
1148,CN(C)c1ccc(-c2ccc(/C=C/c3cnc4ccccc4n3)cc2)cc1,406,dichloromethane,dx.doi.org/10.1021/jo3004919,DBtag:9013,351.1735477,3.054
1149,Cn1c(=O)cc(C(=O)c2ccccc2)c2sc(-c3ccc(C(F)(F)F)cc3)cc21,398,dichloromethane,DOI: 10.1021/acs.joc.8b01924,DBtag:7611,413.0697343,3.115
1150,CCCCC(CC)Cn1c2ccc(-n3c4ccccc4c4ccccc43)cc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,367,tetrahydrofuran,http://dx.doi.org/10.1021/jp111333v,DBtag:2619,609.3143982,3.378
1151,c1ccc2c(c1)Nc1ccccc1B2c1c2ccccc2cc2ccccc12,394,dichloromethane,DOI: 10.1021/acs.orglett.9b00278,DBtag:7140,355.15323,3.147
1152,N#Cc1ccc(N)cc1,260.9860012,hexane,https://doi.org/10.1016/S0009-2614(99)00316-4,DBtag:11148,118.0530982,4.751
1153,Cc1cccc(C)c1/C=C/c1nc(N2CCOCC2)c2c([n+]1[O-])CCCC2,384,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.12.067,DBtag:879,365.2103271,3.229
1154,C(=C/c1nc2c3ccccc3c3ccccc3c2o1)\c1ccccc1,364,acetonitrile,https://doi.org/10.1016/j.saa.2018.10.055,DBtag:3972,321.1153641,3.406
1155,CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)C(=O)N(CC)C1=S,532.1074139,dichloromethane,DOI: 10.1021/acs.joc.8b03083,DBtag:5929,466.1351136,2.33
1156,CCCC1=Cc2nc1ccc1[nH]c(cc1CCC)c1nc(c(OC(=O)CCCNC(=O)OC(C)(C)C)cc3[nH]c2cc3CCC)C(CCC)=C1,645,toluene,https://doi.org/10.1016/S1011-1344(97)00075-4,DBtag:5673,679.4097552,1.922
1157,CCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,362,toluene,https://doi.org/10.1016/j.dyepig.2018.10.064,DBtag:610,370.1681279,3.425
1158,O=C(O)c1cccc2c(=O)c3ccccc3[nH]c12,413,water,10.1023/B%3AJOFL.0000016287.56322.eb,DBtag:3670,239.0582431,3.002
1159,CN(C)c1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(N(C)C)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,763,toluene,DOI: 10.1039/c4cs00030g,DBtag:3285,583.2718829,1.625
1160,COc1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)cc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,423,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2242,502.2732617,2.931
1161,Oc1c(-c2nc3c4ccccc4c4ccccc4c3[nH]2)cc2c3c1CCCN3CCC2,369,toluene,https://doi.org/10.1016/j.dyepig.2018.06.020,DBtag:12611,405.1841124,3.36
1162,F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2C(c2ccccc2)=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21,561,tetrahydrofuran,DOI: 10.1039/c4cs00030g,DBtag:3160,572.2235357,2.21
1163,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(F)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,629,chloroform,https://doi.org/10.1016/j.tetlet.2018.10.003,DBtag:5223,486.1914866,1.971
1164,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,367,tetrahydrofuran,DOI: 10.1021/acs.joc.5b01409,DBtag:12281,549.2892461,3.378
1165,COc1ccc(-c2nc3c([nH]2)C2=CC(=O)S[C@]2(C)[C@@]2(C)SC(=O)C=C32)cc1,392,acetonitrile,https://doi.org/10.1016/j.tet.2012.12.057,DBtag:11745,396.0602344,3.163
1166,CCOC(=O)CCCCCn1c2ccccc2c(=O)c2cc3c(cc21)c(=O)c1ccccc1n3CC,528,methanol,10.1023/B%3AJOFL.0000016287.56322.eb,DBtag:3691,482.2205574,2.348
1167,COc1ccc(C(=O)/C=C2\C(=O)Nc3ccccc32)cc1,339,dichloromethane,https://doi.org/10.1016/j.molstruc.2011.12.043,DBtag:11286,279.0895433,3.657
1168,CN(C)c1ccc2nc(-c3ccccc3)sc2c1,363,methanol,https://doi.org/10.1016/j.jphotochem.2019.03.021,DBtag:1923,254.0877694,3.416
1169,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,378,dichloromethane,https://doi.org/10.1016/j.jphotochem.2004.01.020,DBtag:11988,284.1201151,3.28
1170,COc1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,330,methanol,https://doi.org/10.1016/j.dyepig.2019.107917,DBtag:8880,330.0561945,3.757
1171,O=Cc1ccc(C#CC(C#Cc2ccc(C=O)s2)=Cc2ccc(C=C(C#Cc3ccc(C=O)s3)C#Cc3ccc(C=O)s3)s2)s1,524,chloroform,10.1021/ol0162264,DBtag:7684,671.965214,2.366
1172,Cc1ccccc1-c1ccccc1C,260.0780234,cyclohexane,https://doi.org/10.1016/S1386-1425(02)00207-X,DBtag:4485,182.1095504,4.767
1173,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=C(C#N)C#N)cc2)cc1,410,dichloromethane,10.1021/jo9002757,DBtag:8210,531.2674481,3.024
1174,CN1/C(=C\C=C\C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)C(C)(C)c2ccccc21,671,acetonitrile,DOI: 10.1039/c4cs00030g,DBtag:3209,541.2500848,1.848
1175,CCCCn1c2ccccc2c2ccc3c4cc(-c5ccc(OC)cc5)ccc4n(CCCC)c3c21,333,chloroform,http://dx.doi.org/10.1016/j.tet.2016.12.001,DBtag:9252,474.2671137,3.723
1176,COC1=[N+]2C(=C(c3ccc(C)cc3)c3ccc(OC)n3[B-]2(F)F)C=C1,510,methanol,https://doi.org/10.1016/j.cplett.2005.12.098,DBtag:10546,342.1351146,2.431
1177,Cc1cc(C)c(C2=C(c3c(C)sc(-c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)[nH]5)cc4)c3C)C(F)(F)C(F)(F)C2(F)F)s1,332,tetrahydrofuran,10.1021/jo010267w,DBtag:6124,690.1598102,3.734
1178,CCCC1=Cc2nc1ccc1[nH]c(cc1CCC)c1nc(ccc3[nH]c2cc3CCC)C(CCC)=C1,667,toluene,https://doi.org/10.1016/S1011-1344(97)00075-4,DBtag:5666,478.3096472,1.859
1179,CC(C)(C)/C=C/C1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(/C=C/C(C)(C)C)n3[B-]2(F)F)C=C1,582,chloroform,http://dx.doi.org/10.1016/j.bmcl.2015.10.091,DBtag:5898,532.286136,2.13
1180,C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccccc1,340,chloroform,DOI: 10.1021/ja0349148,DBtag:12411,304.1252005,3.647
1181,Cc1cc2nc3c(=O)[nH]c(=O)n(C)c3nc2cc1C,379,acetonitrile,10.1023/B%3AJOFL.0000014660.59105.31,DBtag:3650,256.0960256,3.271
1182,CCN(CC)c1ccc(-c2nc(Oc3ccc(-c4nc5cc([N+](=O)[O-])ccc5[nH]4)cc3)nc(Oc3ccc(-c4nc5cc([N+](=O)[O-])ccc5[nH]4)cc3)n2)cc1,383,dimethylformamide,doi:10.1016/j.jscs.2011.07.001,DBtag:10559,734.2349787,3.237
1183,CCCCCCN1C(=O)c2cccc3c(-c4sc(-c5ccc6c7c(cccc57)C(=O)N(CCCCCC)C6=O)c5c4OCCO5)ccc(c23)C1=O,416,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:504,700.260708,2.98
1184,COc1c2ccccc2c(OC)c2c1c1ccc(C(F)(F)F)cc1n2C,416,cyclohexane,http://dx.doi.org/10.1016/j.dyepig.2016.08.012,DBtag:842,359.1133134,2.98
1185,C1=Cc2ccccc2C(=Cc2ccc(-c3ccc(C=C4c5ccccc5-c5ccccc54)cc3)cc2)c2ccccc21,357,tetrahydrofuran,10.1021/jp073767n,DBtag:8270,532.2191009,3.473
1186,Cc1cc(=O)oc2c1cc(Cl)c1occ(C)c12,332,cyclohexane,https://doi.org/10.1016/j.jphotochem.2008.02.022,DBtag:11907,248.0240218,3.734
1187,COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(O)cc3O)nc2c1,321,methanol,doi:10.1016/j.jphotochem.2005.04.034,DBtag:4898,414.142701,3.862
1188,CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccncc1,402,water,DOI: 10.1021/acs.jpclett.8b00512,DBtag:2458,290.1167611,3.084
1189,COc1ccc2cc(/C=C/c3nc(/C=C/c4ccc(N(C)C)cc4)cc(/C=C/c4ccc(N(C)C)cc4)n3)ccc2c1,418,dichloromethane,DOI: 10.1021/acs.joc.8b01653,DBtag:2251,552.2889118,2.966
1190,CCOC(=O)c1c(C(=O)OC)c(C(=O)OC)c2c3ccccc3cnn12,314,ethanol,set-ref-7,2h,356.1008362,3.949
1191,C(=C/c1ncnc2ccccc12)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,429,dichloromethane,http://dx.doi.org/10.1021/jo501305h,DBtag:7801,399.1735477,2.89
1192,CC(C)(C)c1ccc(-c2c3cccc4c(-c5ccccc5)cc5c(-c6ccc(C(C)(C)C)cc6)c6cccc7c(-c8ccccc8)cc2c(c76)c5c43)cc1,454,dichloromethane,10.1021/jp052337z,DBtag:7149,692.3443014,2.731
1193,c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,311.5,methanol,doi:10.1016/j.snb.2006.10.066,DBtag:4662,296.1313485,3.98
1194,Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,211,acetonitrile,photochemCAD,tetrachlorohydroquinone,245.88089,5.876
1195,CCN(CC)c1ccc2cc(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6cc7ccc(N(CC)CC)cc7oc6=O)cc5)c5ccccc45)cc3)c(=O)oc2c1,412,chloroform,https://doi.org/10.1016/j.arabjc.2019.05.006,DBtag:4774,760.3301079,3.009
1196,CCCCn1c(-c2ccc(-c3nnc(-c4ccccc4)o3)cc2)nc2c3ccccc3c3ccccc3c21,363,dichloromethane,doi:10.1016/j.dyepig.2010.01.011,DBtag:793,494.2106615,3.416
1197,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,436,ethanol,photochemCAD,coumarin 7,333.1477268,2.844
1198,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,395.6494388,methanol,doi:10.1016/j.jphotochem.2004.08.015,DBtag:5836,628.2937224,3.134
1199,Cc1cn(CCCn2cc(C)c(=O)[nH]c2=O)c(=O)nc1-n1cncn1,325,water,https://doi.org/10.1016/1010-6030(91)85023-A,DBtag:5050,343.1392874,3.815
1200,CN(C)c1ccc(/C=C/c2nc3ccccc3o2)cc1,380,cyclohexane,https://doi.org/10.1016/S1010-6030(00)00230-6,DBtag:13034,264.1262631,3.263
1201,N#CC1CC(C(N)=O)N2N=CC=CC12,326,ethanol,set-ref-7,4b,190.0854609,3.803
1202,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,409,water,10.1023/B%3AJOFL.0000016287.56322.eb,DBtag:3663,253.0738932,3.031
1203,CCCCn1c(-c2ccc(-c3nnc(-c4ccc(-c5nc6ccccc6n5CCCC)cc4)o3)cc2)nc2ccccc21,331,dichloromethane,doi:10.1016/j.dyepig.2010.01.011,DBtag:796,566.2794097,3.746
1204,O=C(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc2sc3ccccc3c2c1,312,tetrahydrofuran,DOI: 10.1021/acs.chemmater.7b00450,DBtag:6518,469.1136498,3.974
1205,C(=C/c1nc2ccccc2s1)\c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,380,acetonitrile,http://dx.doi.org/10.1016/j.tet.2017.03.075,DBtag:8710,455.1204665,3.263
1206,CCN(CC)c1ccc(-c2c3c(n4ccc(C(C)=O)cc24)C(=O)N(CCCNC(=O)OC(C)(C)C)C3)cc1,441,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1175,518.2893057,2.811
1207,N#Cc1ccc(-c2pc3ccccc3s2)cc1,340,acetonitrile,http://dx.doi.org/10.1021/jo400947u,DBtag:7440,253.0115069,3.647
1208,CCOC(=O)c1c(NC(C)(C)C)oc(-c2ccc(-c3ccccc3)cc2)c1C(=O)OCC,355,acetonitrile,http://dx.doi.org/10.1016/j.jlumin.2012.10.021,DBtag:1332,435.204573,3.493
1209,CCn1c2ccccc2c2cc(/C=C3\C(=O)c4ccccc4S3(=O)=O)ccc21,453,toluene,https://doi.org/10.1016/j.saa.2018.05.101,DBtag:10795,387.0929144,2.737
1210,CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,322,dichloromethane,https://doi.org/10.1016/j.ejmech.2013.03.042,DBtag:11456,466.093164,3.85
