,SMILES,lambda_max_exp_nm,solvent,reference,description,mol_wt,abs_max_ev
212,CCN(CC)c1ccc(N(CC)CC)c2c1C(=O)c1ccccc1C2=O,582,acetonitrile,set-ref-15,3,350.1994281,2.13
213,CC(C)(C)C(=O)Nc1nc2nccnc2c(=O)[nH]1,326,tetrahydrofuran,set-ref-16,PP,247.1069247,3.803
214,CN1C(=O)C=C(c2ccc(N(C)C)cc2)C1=O,459,ethanol,set-ref-17,8,230.1055277,2.701
215,COc1cc(OC)c2cc(-c3ccccc3)c(=N)oc2c1,342,chloroform,set-ref-18,1b,281.1051933,3.625
216,COc1cc(OC)c2cc(-c3ccccc3)c(=O)oc2c1,348,chloroform,set-ref-18,1a,282.0892089,3.563
217,COc1ccc2cc(-c3ccsc3)c(=N)oc2c1,366,chloroform,set-ref-18,2b,257.0510496,3.388
218,COc1ccc2cc(-c3ccsc3)c(=O)oc2c1,372,chloroform,set-ref-18,2a,258.0350652,3.333
219,Cc1c(N=Nc2nncs2)c2ccccc2n1C,441,dimethylsulfoxide,set-ref-19,1a,257.0735164,2.811
220,Cn1c(-c2ccccc2)c(/N=N/c2nncs2)c2ccccc21,452,dimethylsulfoxide,set-ref-19,2a,319.0891664,2.743
221,c1ccc(-c2[nH]c3ccccc3c2/N=N/c2nncs2)cc1,496,dimethylsulfoxide,set-ref-19,2,305.0735164,2.5
222,Cc1[nH]c2ccccc2c1/N=N/c1nncs1,469,dimethylsulfoxide,set-ref-19,1,243.0578663,2.644
223,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,468,acetonitrile,set-ref-20,2,267.1047994,2.649
224,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,441,acetonitrile,set-ref-20,3,309.1153641,2.811
225,O=C1NC(c2ccc(Cl)cc2)=C2C(=O)OC(c3ccc(Cl)cc3)=C12,495,dimethylsulfoxide,set-ref-21,12b,356.9959485,2.505
226,O=C1NC(c2ccccc2)=C2C(=O)OC(c3cccnc3)=C12,487,dimethylsulfoxide,set-ref-21,12f,290.0691422,2.546
227,O=C1NC(c2ccccc2)=C2C(=O)OC(c3ccccc3)=C12,487,dimethylsulfoxide,set-ref-21,12a,289.0738932,2.546
228,CN1C(=O)C2=C(c3ccccc3)OC(=O)C2=C1c1ccccc1,453,dichloromethane,set-ref-21,14a,303.0895433,2.737
229,N#Cc1ccc(-c2ccc(C3=CCC(c4ccccc4)CC3)s2)s1,367,tetrahydrofuran,set-ref-22,15e,347.0802415,3.378
230,O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,612,dimethylformamide,set-ref-23,indigo,262.0742276,2.026
231,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O,547,dimethylformamide,set-ref-23,indirubin,262.0742276,2.267
232,C1=CCCC=C1,256,hexane,set-ref-24,"1,3-cyclohexadiene",80.06260026,4.843
233,C=C/C=C/C,223.5,hexane,set-ref-24,piperylene,68.06260026,5.547
234,O=C1CCCC2CCCC=C12,246,ethanol,set-ref-25,"3,4,4a,5,6,7-Hexahydro-2H-naphthalen-1-one",150.1044651,5.04
235,CNc1ccc(O)cc1,300,water,set-ref-26,4-(methylamino)phenol,123.0684139,4.133
236,O=C1C=CC(=O)C=C1,240.5,n-heptane,set-ref-27,"1,4-benzoquinone",108.0211294,5.155
237,C=C(C)C(=O)CC,220,ethanol,set-ref-28,2-methyl-1-pentene-3-one,98.07316494,5.636
238,Cc1nn(C)c2nc3c(F)c(F)c(F)c(F)c3cc12,382,ethanol,set-ref-29,3a,269.0576101,3.246
239,F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,503.5,cyclohexane,set-ref-30,bodipy,192.0670351,2.462
240,N#Cc1cc2ccc(O)cc2oc1=O,355,water,DOI: 10.1021/acs.jpcb.5b09905,DBtag:1,187.026943,3.493
241,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,361,cyclohexane,DOI: 10.1021/j100248a024,DBtag:16,255.1259288,3.434
242,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,393,cyclohexane,DOI: 10.1021/j100248a024,DBtag:20,309.0976633,3.155
243,CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,383,acetonitrile,DOI: 10.1021/j100248a024,DBtag:32,271.0820133,3.237
244,CCCCCCCCCCCCn1cccc1/C=C/c1cc(OCCCC)c(/C=C/c2cccn2CCCCCCCCCCCC)cc1OCCCC,411,toluene,https://doi.org/10.1016/S0040-4039(00)01039-X,DBtag:112,740.6219798,3.017
245,CCCCCCCCCCCCn1cccc1/C=C/c1ccc(OCCCC)c2c(/C=C/c3cccn3CCCCCCCCCCCC)ccc(OCCCC)c12,375,toluene,https://doi.org/10.1016/S0040-4039(00)01039-X,DBtag:113,790.6376299,3.306
246,CCCCCCCCCCCCn1cccc1/C=C/c1ccc(/C=C/c2cccn2CCCCCCCCCCCC)cc1,398,toluene,https://doi.org/10.1016/S0040-4039(00)01039-X,DBtag:114,596.50695,3.115
247,N#Cc1cc2ccc(cc2)c2cccc3cccc(c4ccc(cc4)cc(C#N)c4ccc(cc4)c4cccc5cccc(c6ccc1cc6)c54)c32,350,toluene,https://doi.org/10.1002/chem.201404745,DBtag:115,658.240899,3.542
248,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,497.3451327,carbon tetrachloride,https://doi.org/10.1016/j.dyepig.2018.02.016,DBtag:118,752.0618126,2.493
249,COc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,374,acetonitrile,https://doi.org/10.1016/j.dyepig.2018.04.037,DBtag:136,300.1262631,3.315
250,C(=C/c1nc(-c2ccccc2)c2ccccn12)\c1nc(-c2ccccc2)c2ccccn12,438,acetonitrile,https://doi.org/10.1016/j.dyepig.2018.04.037,DBtag:137,412.1687966,2.831
251,O=C(O)c1ccccc1-c1nc(-c2ccccc2)c2ccccn12,357,acetonitrile,https://doi.org/10.1016/j.dyepig.2018.04.037,DBtag:138,314.1055277,3.473
252,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,372,acetonitrile,https://doi.org/10.1016/j.dyepig.2018.04.037,DBtag:139,314.1055277,3.333
253,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3c4ccccc4ccn23)cc1,353,acetonitrile,https://doi.org/10.1016/j.dyepig.2018.04.037,DBtag:140,364.1211778,3.512
254,O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccccc4)c4ccccn34)cc2)s1,362,acetonitrile,https://doi.org/10.1016/j.dyepig.2018.04.037,DBtag:141,396.0932488,3.425
255,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,436,ethanol,https://doi.org/10.1016/j.dyepig.2016.11.056,DBtag:142,338.1055277,2.844
256,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,533,ethanol,https://doi.org/10.1016/j.dyepig.2016.11.056,DBtag:143,444.1586259,2.326
257,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,488,ethanol,https://doi.org/10.1016/j.dyepig.2016.11.056,DBtag:144,612.3464266,2.541
258,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,437,ethanol,https://doi.org/10.1016/j.dyepig.2016.11.056,DBtag:145,486.1691906,2.837
259,O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,445,carbon tetrachloride,https://doi.org/10.1016/j.dyepig.2017.09.003,DBtag:162,588.2089301,2.786
260,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,414,chloroform,doi:10.1016/j.dyepig.2004.05.011,DBtag:164,280.1211778,2.995
261,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,394,chloroform,doi:10.1016/j.dyepig.2004.05.011,DBtag:165,282.1004423,3.147
262,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,500,water,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,DBtag:179,265.1578976,2.48
263,CC1=CC(C)=[N+]2C1=Cc1ccc(CCC(=O)ON3C(=O)CCC3=O)n1[B-]2(F)F,502,methanol,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,DBtag:182,389.1358429,2.47
264,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCO)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,558,water,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html,DBtag:184,659.3029072,2.222
265,Nc1ncc2nc[nH]c2n1,290,water,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html,DBtag:192,135.0544952,4.275
266,N[C@@H](Cc1ccc(O)cc1)C(=O)O,285,water,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html,DBtag:193,181.0738932,4.35
267,O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,589,water,http://www.iss.com/resources/reference/data_tables/LifetimeDataFluorophores.html,DBtag:212,624.1155563,2.105
268,c1ccc2[nH]ccc2c1,270,water,http://dx.doi.org/10.1016/j.cplett.2017.07.038,DBtag:213,117.0578492,4.592
269,N#Cc1cccc2cc[nH]c12,308,water,http://dx.doi.org/10.1016/j.cplett.2017.07.038,DBtag:219,142.0530982,4.025
270,N#Cc1cc2ccccc2[nH]1,279.6875,acetonitrile,http://dx.doi.org/10.1016/j.cplett.2017.07.038,DBtag:232,142.0530982,4.433
271,N#Cc1c[nH]c2ccccc12,276.25,acetonitrile,http://dx.doi.org/10.1016/j.cplett.2017.07.038,DBtag:233,142.0530982,4.488
272,N#Cc1ccc2[nH]ccc2c1,275,acetonitrile,http://dx.doi.org/10.1016/j.cplett.2017.07.038,DBtag:235,142.0530982,4.509
273,N#Cc1ccc2cc[nH]c2c1,285,acetonitrile,http://dx.doi.org/10.1016/j.cplett.2017.07.038,DBtag:236,142.0530982,4.35
274,O=c1c2ccccc2sc2ccccc12,380,benzene,https://doi.org/10.1016/0022-2313(92)90006-U,DBtag:296,212.0295859,3.263
275,Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,401,acetonitrile,https://doi.org/10.1016/0022-2313(92)90006-U,DBtag:304,298.0663653,3.092
276,CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,313,methanol,DOI: 10.1021/bi00624a002,DBtag:330,276.2089301,3.961
277,CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,319.2,ethanol,DOI: 10.1021/bi00624a002,DBtag:341,276.2089301,3.884
278,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,368,hexane,http://dx.doi.org/10.1016/j.dyepig.2017.05.024,DBtag:348,507.1470582,3.369
279,Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,395,hexane,http://dx.doi.org/10.1016/j.dyepig.2017.05.024,DBtag:355,299.0946287,3.139
280,O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,442,hexane,http://dx.doi.org/10.1016/j.dyepig.2017.05.024,DBtag:362,451.1572289,2.805
281,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,457,hexane,http://dx.doi.org/10.1016/j.dyepig.2017.05.024,DBtag:369,479.188529,2.713
282,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,468,hexane,http://dx.doi.org/10.1016/j.dyepig.2017.05.024,DBtag:376,511.1783583,2.649
283,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,501,hexane,https://doi.org/10.1016/j.dyepig.2019.01.019,DBtag:388,324.1609354,2.475
284,COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,504,hexane,https://doi.org/10.1016/j.dyepig.2019.01.019,DBtag:395,354.1715001,2.46
285,COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,507,hexane,https://doi.org/10.1016/j.dyepig.2019.01.019,DBtag:402,384.1820648,2.445
286,COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,505,hexane,https://doi.org/10.1016/j.dyepig.2019.01.019,DBtag:409,414.1926295,2.455
287,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,360,n-heptane,http://dx.doi.org/10.1016/j.dyepig.2015.08.018,DBtag:411,372.1626486,3.444
288,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,392,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2015.08.018,DBtag:417,250.1469986,3.163
289,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,393,n-heptane,http://dx.doi.org/10.1016/j.dyepig.2015.08.018,DBtag:419,374.1782987,3.155
290,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,403,n-heptane,http://dx.doi.org/10.1016/j.dyepig.2015.08.018,DBtag:423,302.1782987,3.077
291,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,446,dioxane,doi:10.1016/j.dyepig.2008.12.009,DBtag:436,414.0439017,2.78
292,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,443,dioxane,doi:10.1016/j.dyepig.2008.12.009,DBtag:437,410.0934388,2.799
293,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,443,dioxane,doi:10.1016/j.dyepig.2008.12.009,DBtag:438,406.1429758,2.799
294,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,444,dioxane,doi:10.1016/j.dyepig.2008.12.009,DBtag:439,471.1250733,2.792
295,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,444,dioxane,doi:10.1016/j.dyepig.2008.12.009,DBtag:440,528.2062448,2.792
296,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,460,dimethylsulfoxide,doi:10.1016/j.dyepig.2011.05.004,DBtag:461,460.1634365,2.695
297,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,471,dimethylsulfoxide,doi:10.1016/j.dyepig.2011.05.004,DBtag:462,485.1586855,2.632
298,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,480,dimethylsulfoxide,doi:10.1016/j.dyepig.2011.05.004,DBtag:463,510.1539344,2.583
299,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,516,dimethylsulfoxide,doi:10.1016/j.dyepig.2011.05.004,DBtag:464,543.2369358,2.403
300,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,540,dimethylsulfoxide,doi:10.1016/j.dyepig.2011.05.004,DBtag:465,626.3104351,2.296
301,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,541,dimethylsulfoxide,doi:10.1016/j.dyepig.2011.05.004,DBtag:466,568.2321847,2.292
302,CCCCCCCCCCN1C(=O)c2cc(NCCCOCCO)c3c4c(cc(NCCCOCCO)c(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O,604,methanol,http://dx.doi.org/10.1016/j.dyepig.2014.07.018,DBtag:483,780.5037151,2.053
303,CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,604,methanol,http://dx.doi.org/10.1016/j.dyepig.2014.07.018,DBtag:484,732.2854021,2.053
304,COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,604,methanol,http://dx.doi.org/10.1016/j.dyepig.2014.07.018,DBtag:485,764.3480023,2.053
305,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,519,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2014.03.031,DBtag:491,477.9866053,2.389
306,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,519,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2014.03.031,DBtag:493,577.9802182,2.389
307,C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,526,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2014.03.031,DBtag:497,600.0454053,2.357
308,COc1nnc(Cl)nn1,520,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2014.03.031,DBtag:499,145.9995384,2.384
309,CCCCCCN1C(=O)c2cccc3c(-c4cc5ccccc5s4)ccc(c23)C1=O,378,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:500,413.14495,3.28
310,CCCCCCN1C(=O)c2cccc3c(-c4cccs4)ccc(c23)C1=O,371,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:501,363.1292999,3.342
311,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CCCCCC)C6=O)s4)ccc(c23)C1=O,395,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:502,642.2552287,3.139
312,CCCCCCN1C(=O)c2cccc3c(-c4scc5c4OCCO5)ccc(c23)C1=O,390,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:503,421.1347792,3.179
313,CCCCCCN1C(=O)c2cccc3c(-c4sc(-c5ccc6c7c(cccc57)C(=O)N(CCCCCC)C6=O)c5c4OCCO5)ccc(c23)C1=O,416,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:504,700.260708,2.98
314,CCCCCCN1C(=O)c2cccc3c(-c4ccc(C)s4)ccc(c23)C1=O,385,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:505,377.14495,3.22
315,CCCCCCN1C(=O)c2cccc3c(-c4ccc(OC)s4)ccc(c23)C1=O,407,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:506,393.1398646,3.046
316,CCCCCCN1C(=O)c2cccc3c(-c4ccc(Cl)s4)ccc(c23)C1=O,374,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:507,397.0903276,3.315
317,CCCCCCN1C(=O)c2cccc3c(-c4ccc([N+](=O)[O-])s4)ccc(c23)C1=O,363,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:508,408.1143781,3.416
318,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cccs5)s4)ccc(c23)C1=O,409,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:509,445.117021,3.031
319,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc(-c6ccc7c8c(cccc68)C(=O)N(CCCCCC)C7=O)s5)s4)ccc(c23)C1=O,428,chloroform,http://dx.doi.org/10.1016/j.dyepig.2012.07.018,DBtag:510,724.2429498,2.897
320,Clc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,396,dioxane,doi:10.1016/j.dyepig.2011.08.018,DBtag:516,340.0282517,3.131
321,COc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,394,dioxane,doi:10.1016/j.dyepig.2011.08.018,DBtag:517,336.0777887,3.147
322,COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1,394,dioxane,doi:10.1016/j.dyepig.2011.08.018,DBtag:518,332.1273258,3.147
323,Clc1nc(Nc2ccccc2)nc(Nc2ccc3cc4ccccc4cc3c2)n1,398,dioxane,doi:10.1016/j.dyepig.2011.08.018,DBtag:519,397.1094232,3.115
324,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4cc5ccccc5cc4c3)n2)cc1,402,dioxane,doi:10.1016/j.dyepig.2011.08.018,DBtag:520,454.1905947,3.084
325,Nc1ccc2ccc3cccc4ccc1c2c34,357,methanol,doi:10.1016/j.dyepig.2007.11.003,DBtag:533,217.0891494,3.473
326,Nc1cc2ccc3cccc4ccc(c1)c2c34,336,methanol,doi:10.1016/j.dyepig.2007.11.003,DBtag:536,217.0891494,3.69
327,CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,338,methanol,doi:10.1016/j.dyepig.2007.11.003,DBtag:539,259.099714,3.668
328,CC(=O)Nc1cc2ccc3cccc4ccc(c1)c2c34,334,methanol,doi:10.1016/j.dyepig.2007.11.003,DBtag:542,259.099714,3.712
329,Clc1nc(Cl)nc(Nc2ccc3ccc4cccc5ccc2c3c45)n1,341,acetonitrile,doi:10.1016/j.dyepig.2007.11.003,DBtag:544,364.0282517,3.636
330,Clc1nc(Cl)nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)n1,336,acetonitrile,doi:10.1016/j.dyepig.2007.11.003,DBtag:547,364.0282517,3.69
331,COc1nc(Nc2ccc3ccc4cccc5ccc2c3c45)nc(OC)n1,340,acetonitrile,doi:10.1016/j.dyepig.2007.11.003,DBtag:550,356.1273258,3.647
332,COc1nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)nc(OC)n1,336,acetonitrile,doi:10.1016/j.dyepig.2007.11.003,DBtag:553,356.1273258,3.69
333,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4ccc5cccc6ccc3c4c56)n2)cc1,342,acetonitrile,doi:10.1016/j.dyepig.2007.11.003,DBtag:556,478.1905947,3.625
334,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3cc4ccc5cccc6ccc(c3)c4c56)n2)cc1,336,acetonitrile,doi:10.1016/j.dyepig.2007.11.003,DBtag:559,478.1905947,3.69
335,O=c1oc2ccccc2cc1-c1cccc(-c2cc3ccccc3oc2=O)c1,330,chloroform,doi:10.1016/S0143-7208(03)00028-7,DBtag:571,366.0892089,3.757
336,COc1ccc2cc(-c3cccc(-c4cc5ccc(OC)cc5oc4=O)c3)c(=O)oc2c1,344,chloroform,doi:10.1016/S0143-7208(03)00028-7,DBtag:572,426.1103383,3.604
337,COc1cc(OC)c2cc(-c3cccc(-c4cc5c(OC)cc(OC)cc5oc4=O)c3)c(=O)oc2c1,352,chloroform,doi:10.1016/S0143-7208(03)00028-7,DBtag:573,486.1314677,3.522
338,O=c1oc2ccccc2cc1-c1ccc(-c2cc3ccccc3oc2=O)cc1,346,chloroform,doi:10.1016/S0143-7208(03)00028-7,DBtag:574,366.0892089,3.583
339,COc1ccc2cc(-c3ccc(-c4cc5ccc(OC)cc5oc4=O)cc3)c(=O)oc2c1,362,chloroform,doi:10.1016/S0143-7208(03)00028-7,DBtag:575,426.1103383,3.425
340,COc1cc(OC)c2cc(-c3ccc(-c4cc5c(OC)cc(OC)cc5oc4=O)cc3)c(=O)oc2c1,372,chloroform,doi:10.1016/S0143-7208(03)00028-7,DBtag:576,486.1314677,3.333
341,N#CCc1ccccc1-c1cc2ccccc2oc1=O,318,chloroform,doi:10.1016/S0143-7208(03)00028-7,DBtag:577,261.0789786,3.899
342,COc1ccc2cc(-c3ccccc3CC#N)c(=O)oc2c1,336,chloroform,doi:10.1016/S0143-7208(03)00028-7,DBtag:578,291.0895433,3.69
343,COc1cc(OC)c2cc(-c3ccccc3CC#N)c(=O)oc2c1,342,chloroform,doi:10.1016/S0143-7208(03)00028-7,DBtag:579,321.100108,3.625
344,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3C)c(=O)c2=O)cc1,362,toluene,https://doi.org/10.1016/j.dyepig.2018.10.064,DBtag:607,356.1524779,3.425
345,CCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,362,toluene,https://doi.org/10.1016/j.dyepig.2018.10.064,DBtag:610,370.1681279,3.425
346,CCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,362,toluene,https://doi.org/10.1016/j.dyepig.2018.10.064,DBtag:613,384.183778,3.425
347,CCCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,361,toluene,https://doi.org/10.1016/j.dyepig.2018.10.064,DBtag:616,398.1994281,3.434
348,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3Cc3ccccc3)c(=O)c2=O)cc1,364,toluene,https://doi.org/10.1016/j.dyepig.2018.10.064,DBtag:619,432.183778,3.406
349,Cc1nc(-c2ccccc2O)n2c1CCCC2,314,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.09.069,DBtag:621,228.1262631,3.949
350,Cc1ccc(O)c(-c2nc(C)c3n2CCCC3)c1,321,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.09.069,DBtag:622,242.1419132,3.862
351,COc1ccc(O)c(-c2nc(C)c3n2CCCC3)c1,332,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.09.069,DBtag:623,258.1368278,3.734
352,Cc1nc(-c2cc(F)ccc2O)n2c1CCCC2,326,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.09.069,DBtag:624,246.1168413,3.803
353,Cc1nc(-c2cc(C(F)(F)F)ccc2O)n2c1CCCC2,316,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.09.069,DBtag:625,296.1136478,3.924
354,Cc1nc(-c2cc(N)ccc2O)n2c1CCCC2,344,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.09.069,DBtag:626,243.1371622,3.604
355,F[B-]1(F)n2c(Nc3cccc4cccnc34)ccc2C(c2ccccc2)=C2C=CC(Cl)=[N+]21,547,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2013.02.013,DBtag:630,444.112461,2.267
356,CCCN1C(=O)c2c3c(c4c(c2C1=O)CCc1cc(-c2ccc(N(C)C)cc2)c(OC)cc1-4)-c1cc(OC)c(-c2ccc(N(C)C)cc2)cc1CC3,412,toluene,http://dx.doi.org/10.1016/j.dyepig.2015.04.015,DBtag:632,691.3410069,3.009
357,CC1(C)c2ccccc2-c2ccc(N3c4ccc(-c5ccc(/C=C6\C(=O)c7ccc(C(=O)O)cc7C6=O)s5)cc4C4CCCC43)cc21,608,chloroform,http://dx.doi.org/10.1016/j.dyepig.2017.07.009,DBtag:636,633.1973795,2.039
358,CCCCCCc1cc(-c2ccc3c(c2)C2CCCC2N3c2ccc3c(c2)C(C)(C)c2ccccc2-3)sc1/C=C1\C(=O)c2ccc(C(=O)O)cc2C1=O,611,chloroform,http://dx.doi.org/10.1016/j.dyepig.2017.07.009,DBtag:637,717.2912799,2.029
